,Plot_Number,Rice_Cultivar,Experiment_Name,Nitrogen_Rate,Replicate,Yield,Heading_100,Date,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,Emergence_DOY,Heading_100_DOY,Days_to_100%_Heading
87,31916,Scarlett,Tiara,150,1,10.5076981,90,06-09-2022,-3.26718,0.783711,1.0753313,-1.6954722,-2.019353,3.3037665,-2.4648917,-2.5379755,1.9604727,2.5238435,1.5654159,-2.6853886,2.4192631,140,230,-70
88,31917,IAC600,Tiara,150,1,2.701487884,74,06-09-2022,-3.733585,0.9540826,1.2886372,-1.850966,-2.2698526,3.7119582,-2.7892911,-2.8004377,2.1936774,2.9478912,1.7224247,-3.099529,2.6877203,140,214,-54
89,31918,Tiara,Tiara,150,1,6.403845483,80,06-09-2022,-2.738953,0.435776,1.2568791,-1.3383293,-1.5674956,2.5219069,-1.9931127,-2.0477293,1.5768955,2.383406,1.5295378,-2.2750158,2.0803695,140,220,-60
90,31919,Sierra,Tiara,150,1,6.727909317,91,06-09-2022,-2.9914906,0.6769029,1.08095,-1.6032387,-1.8663791,2.966303,-2.2774835,-2.4000049,1.8044964,2.3129065,1.5282712,-2.4563363,2.2723968,140,231,-71
91,31920,IAC600,Tiara,150,2,3.504477913,74,06-09-2022,-3.704623,0.9238686,1.271688,-1.8193252,-2.233412,3.6813452,-2.7421923,-2.748813,2.1647747,2.9436204,1.7080628,-3.0693588,2.6559637,140,214,-54
92,31922,Tiara,Tiara,150,2,6.025293041,81,06-09-2022,-3.2474048,0.6029293,1.3185375,-1.4817876,-1.8269768,3.0644805,-2.3145087,-2.282055,1.8399382,2.8176234,1.6302389,-2.7003334,2.3436966,140,221,-61
93,31926,Scarlett,Tiara,150,3,10.41305999,90,06-09-2022,-3.2136877,0.6267426,1.1940056,-1.5216206,-1.8617598,3.1311004,-2.329428,-2.3236108,1.8642616,2.6812727,1.56733,-2.6450512,2.333431,140,230,-70
94,31927,Sierra,Tiara,150,3,3.283655655,93,06-09-2022,-4.0993333,1.224935,1.4972725,-2.1397634,-2.601114,4.0128403,-3.1159945,-3.2192433,2.4471729,3.1422153,1.9118539,-3.4582803,2.9869685,140,233,-73
95,31928,IAC600,Tiara,200,1,2.480665626,74,06-09-2022,-3.6595395,0.98679286,1.1718041,-1.8921095,-2.2843401,3.712845,-2.770534,-2.8340118,2.191169,2.7906244,1.6803936,-3.029416,2.6662095,140,214,-54
96,31929,Sierra,Tiara,200,1,6.573046954,92,06-09-2022,-3.3663476,0.8921778,1.0746115,-1.8107755,-2.1413577,3.4268806,-2.5886397,-2.691381,2.0565045,2.5347164,1.5971087,-2.7850957,2.513037,140,232,-72
97,31930,Scarlett,Tiara,200,1,11.12714755,90,06-09-2022,-2.6247067,0.47684616,1.2083908,-1.407559,-1.6006119,2.442106,-2.0023103,-2.1356356,1.567978,2.1764019,1.5196841,-2.1862478,2.0715199,140,230,-70
98,31931,Tiara,Tiara,200,1,6.033896506,82,06-09-2022,-2.6820247,0.4313955,1.2491462,-1.3538657,-1.562165,2.4614193,-1.9822029,-2.0682924,1.5583713,2.3058515,1.5309756,-2.230101,2.0677764,140,222,-62
99,31932,Scarlett,Tiara,200,2,10.48475552,91,06-09-2022,-2.9876275,0.6572325,1.075445,-1.5849075,-1.8497697,2.9632137,-2.2606223,-2.3693688,1.7982069,2.3398647,1.5261922,-2.4563742,2.264171,140,231,-71
100,31933,Tiara,Tiara,200,2,5.695493565,82,06-09-2022,-2.9667976,0.46612987,1.3113074,-1.3496639,-1.6397321,2.7343028,-2.1124732,-2.091748,1.6697979,2.6442258,1.5752339,-2.4686644,2.1769056,140,222,-62
101,31934,Sierra,Tiara,200,2,6.441127163,92,06-09-2022,-3.6250923,0.9532627,1.2398167,-1.8506697,-2.24164,3.6180508,-2.7413948,-2.7858264,2.1620011,2.8278666,1.6918963,-3.0205593,2.6449192,140,232,-72
